1.198007	1.944217	2
0.975635	2.161207	2
-0.382497	0.166404	2
1.788021	1.576708	2
-1.153668	-0.821583	2
9.205658	8.391398	1
16.307200	16.861591	0
6.372442	5.756296	1
6.758755	7.981396	1
16.123943	16.268454	0
17.115949	17.408136	0
5.884252	4.666520	1
15.292660	15.253489	0
8.005008	9.471216	1
8.090913	11.112017	1
7.406166	5.805797	1
-1.699236	-0.668219	2
-0.386187	-0.919793	2
7.958939	7.236115	1
15.610856	14.073086	0
15.685433	16.145004	0
7.681090	7.194047	1
6.983502	6.517389	1
0.836798	1.373490	2
14.858794	14.739148	0
-1.316096	-2.220890	2
1.261747	1.162381	2
1.876697	3.365662	2
13.975242	15.010001	0
16.434224	16.025615	0
15.717703	16.046263	0
16.137181	18.165590	0
17.458346	16.700310	0
15.116948	14.448686	0
1.524982	1.712049	2
0.211300	-3.358872	2
1.746333	1.306589	2
9.500483	8.479124	1
15.074434	14.867798	0
16.054872	15.646095	0
8.716003	9.996858	1
16.945086	17.341919	0
15.442250	15.199753	0
9.163715	7.984451	1
7.753628	6.792003	1
16.474598	17.215728	0
15.568552	15.676004	0
15.321265	14.792506	0
14.725177	13.530310	0
1.922246	1.910370	2
15.920122	15.931786	0
8.053278	7.540346	1
6.741103	4.980822	1
0.678501	0.301829	2
15.804755	15.099227	0
9.329772	8.165374	1
16.396468	16.124785	0
8.285324	9.012100	1
7.176333	8.183022	1
16.663659	17.353198	0
9.621076	9.795384	1
5.253998	7.394680	1
8.969038	8.961356	1
1.397948	-0.615984	2
7.966883	7.055832	1
15.518189	16.784180	0
14.583364	14.305816	0
-0.733477	-1.876170	2
6.088308	7.116670	1
14.826554	12.954932	0
-1.282572	-1.160949	2
8.574207	8.166372	1
16.559135	17.144264	0
16.482859	16.997689	0
9.077303	7.363355	1
16.542960	15.311227	0
9.352841	9.292056	1
7.624123	7.789411	1
-0.304730	-1.461822	2
6.198776	6.721483	1
8.373757	8.125273	1
7.222824	7.733839	1
0.661903	0.664075	2
6.509192	6.291934	1
17.853945	17.506537	0
7.721700	8.293136	1
0.741949	-0.943487	2
0.012157	-0.431644	2
15.109758	15.253623	0
16.523276	17.891987	0
15.942052	15.676365	0
16.460528	15.513688	0
-0.332918	0.159710	2
18.059176	17.800945	0
8.103810	7.581760	1
15.872335	15.865662	0
15.505128	17.601221	0
17.311238	17.120939	0
6.754777	5.648582	1
9.418392	9.380843	1
-2.582827	-1.213041	2
-1.286035	-3.649592	2
8.063804	8.887643	1
-1.166073	-1.878144	2
16.878226	17.588499	0
0.430663	1.926795	2
17.301498	18.221900	0
1.658130	1.315960	2
8.110568	8.854796	1
7.003157	7.345890	1
0.187347	0.911924	2
1.895666	0.508095	2
6.438314	5.250792	1
16.291982	17.214854	0
8.748381	8.647856	1
7.210123	6.981075	1
0.523658	0.838338	2
7.838469	9.055348	1
17.264418	18.080452	0
0.807431	0.360097	2
9.181904	10.070122	1
8.994598	7.517217	1
16.660389	17.233487	0
0.891186	2.202416	2
-0.209357	1.268131	2
-0.191220	0.212776	2
16.391249	16.280863	0
17.314063	16.856907	0
9.237801	9.371869	1
-0.439941	0.438113	2
7.248114	7.746533	1
0.301033	-0.993025	2
18.778403	16.781087	0
17.255159	15.671975	0
8.058361	8.435985	1
8.288032	7.835774	1
14.472213	13.580333	0
15.692859	13.824444	0
16.559139	16.240888	0
14.243293	14.906862	0
14.381367	14.803286	0
0.125870	0.839905	2
-0.149294	0.787896	2
-0.520450	0.451528	2
-0.862083	-0.951933	2
16.011939	16.665108	0
6.239250	6.308500	1
-0.257823	0.551093	2
15.520292	16.014943	0
15.509347	17.776187	0
15.455240	15.607896	0
9.223664	8.882431	1
0.602408	0.326696	2
7.128559	7.725945	1
7.351032	8.786115	1
7.211062	8.308416	1
8.960177	10.003833	1
17.388267	16.350296	0
6.683694	6.502698	1
7.770766	6.907778	1
0.402912	0.891752	2
-0.985545	0.248467	2
7.917789	6.438663	1
-1.227950	-1.164449	2
-0.758307	-0.827278	2
6.373519	7.797595	1
-0.456750	-1.093108	2
0.901578	-0.015471	2
8.357476	7.841821	1
15.840812	15.810797	0
-1.092885	-1.772128	2
-0.270827	-1.509689	2
8.798143	9.053337	1
16.459749	15.939415	0
17.236193	17.098543	0
-0.694068	-0.384737	2
14.766829	15.948874	0
17.106519	16.301404	0
1.083694	1.925709	2
6.677315	6.538086	1
7.703780	9.866634	1
8.107034	8.267712	1
-0.348054	-1.375244	2
15.257180	15.759049	0
8.216849	7.354750	1
-1.103876	-0.288381	2
17.080923	17.560723	0
10.265118	9.077046	1
13.463760	13.494683	0
-1.027282	-0.884346	2
16.241244	16.961699	0
5.431351	3.153795	1
-0.390607	0.066248	2
-0.043442	1.645363	2
6.526137	8.197247	1
9.855662	8.724591	1
8.970604	6.940345	1
8.313868	6.734414	1
0.756117	1.289852	2
-0.194063	2.650049	2
17.482936	17.456323	0
7.342136	7.473434	1
2.068134	2.006019	2
7.042283	5.122083	1
0.374133	-0.714968	2
15.484845	16.598300	0
9.447952	9.983163	1
8.776676	9.942783	1
-0.025748	1.152215	2
7.555968	7.722194	1
8.478414	9.624688	1
8.575961	8.060868	1
15.600223	14.786588	0
16.576128	19.782959	0
7.535285	7.444709	1
16.371489	16.967967	0
14.712694	16.050268	0
15.011640	15.589852	0
16.754068	17.133080	0
15.232143	14.006004	0
-1.994915	-1.638664	2
8.875420	8.436960	1
1.581000	1.573815	2
-0.239150	-0.896616	2
14.698264	13.067876	0
-0.328742	-1.260708	2
7.896148	9.844279	1
17.437734	18.699017	0
9.289188	7.316513	1
9.086264	8.717377	1
7.159623	6.198781	1
7.783024	7.382128	1
8.056517	7.958969	1
14.667121	13.132286	0
16.489599	16.279440	0
8.063884	8.233076	1
0.079769	0.206348	2
14.215016	14.278667	0
7.335394	8.069339	1
1.743444	0.693892	2
17.475757	17.495757	0
16.553227	16.246067	0
7.736338	7.922895	1
6.898451	6.356210	1
15.676237	16.851915	0
15.356549	14.828161	0
16.770527	17.590809	0
16.102399	15.732572	0
0.133704	-0.598620	2
16.798646	16.274638	0
-0.391048	0.596059	2
9.252403	9.301932	1
0.976796	0.746553	2
17.179084	18.229864	0
16.875963	16.357793	0
7.187470	5.283293	1
0.949248	1.054754	2
0.465307	-0.232383	2
14.322439	14.737134	0
13.796256	15.215932	0
8.299427	7.289875	1
0.004355	0.712746	2
0.129100	0.021296	2
0.233726	-1.098886	2
7.442989	7.947797	1
16.483299	15.592357	0
16.702267	17.372786	0
7.256170	7.360169	1
8.572318	8.712585	1
16.422675	17.403867	0
8.490888	6.751093	1
17.015063	16.441312	0
15.076919	14.582293	0
6.680620	8.458023	1
-1.227900	-0.927789	2
15.838342	16.428218	0
1.174300	-0.527318	2
1.685210	2.373519	2
0.457157	0.817397	2
9.080696	7.607393	1
15.400440	15.819602	0
7.325954	7.863683	1
16.870076	17.441459	0
7.239500	5.918963	1
16.117782	17.350145	0
7.989325	8.088727	1
17.161451	16.099378	0
7.226568	5.769803	1
14.093588	14.292773	0
13.281127	14.159730	0
0.395681	-1.331246	2
15.357827	14.806380	0
7.554721	8.193729	1
16.094281	17.480955	0
9.204801	12.234820	1
15.218820	14.230095	0
